NU_IDADE,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_ENSINO,TP_ESCOLA,TP_LOCALIZACAO_ESC,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO,Q001,Q002,Q005,Q006,Q008,Q009,Q010,Q011,Q022,Q024,MEDIA_NOTAS,Q025
20,M,1,3,1,2,1,420.8,460.2,520.8,528.2,260,B,B,6,B,B,D,A,A,B,A,438,A
17,M,1,1,1,3,1,567.8,582.8,594.5,686.7,840,F,F,5,D,D,D,D,A,E,C,654.36,B
18,F,1,3,1,3,1,541.6,546.1,583.1,615.3,880,E,E,4,D,B,D,A,A,D,B,633.22,B
17,F,1,1,1,3,,472.1,458.3,527.9,399.3,560,E,F,2,G,B,C,B,A,A,B,483.52,B
17,F,1,3,1,2,,465.8,418.7,407.2,484.2,620,B,E,5,C,B,C,A,B,C,A,479.18,A
22,M,1,1,1,2,1,429.2,433.8,408.4,462.3,420,B,B,4,B,B,C,A,A,A,A,430.74,A
18,M,1,1,1,2,1,413.2,359.1,404.1,490,540,E,C,2,D,B,C,A,A,C,A,441.28,B
18,M,1,3,1,2,1,362.4,397.3,454.3,408.4,580,A,E,4,C,B,C,A,A,D,A,440.48,B
17,F,1,3,1,2,1,414.4,434.9,467.2,586.6,560,E,E,3,G,C,C,B,A,D,B,492.62,B
18,M,1,1,1,2,1,555.2,603,592.4,683,880,B,B,3,D,B,C,A,A,B,A,662.72,B
17,M,1,1,1,3,1,611.3,646.5,592.7,643.6,860,C,G,4,F,C,C,A,B,C,A,670.82,B
19,F,1,5,1,2,1,501.4,459.8,491.8,382.9,520,F,F,4,C,B,B,A,A,D,A,471.18,B
17,F,1,3,1,2,,458.4,553.9,533.5,436.5,680,E,E,5,B,B,B,A,B,B,A,532.46,A
18,M,1,2,1,2,,539.6,563.9,544.1,573.5,500,E,B,5,B,B,C,A,A,B,A,544.22,A
17,F,1,1,1,2,1,463.2,587.6,554.7,482.5,600,F,E,5,C,D,D,A,A,E,B,537.6,B
18,M,1,2,1,2,1,407.1,444.5,448.1,455,540,C,D,5,C,B,C,B,A,D,A,458.94,B
17,M,1,1,1,2,1,488.1,528.8,555.7,618.1,500,H,D,3,B,B,C,B,B,D,B,538.14,A
18,F,1,3,1,2,1,390.9,505.6,467.7,403.4,520,B,C,3,B,B,D,A,A,D,A,457.52,B
18,M,1,3,1,2,1,476.7,403.1,399.5,443.7,500,C,D,7,A,B,B,A,A,B,A,444.6,A
18,F,1,3,1,2,1,469,523.2,560.4,411,620,B,E,4,B,B,C,A,B,C,A,516.72,A
18,F,0,1,1,2,1,434.9,420,464.8,436.6,300,A,B,5,B,B,B,A,A,B,A,411.26,A
17,F,1,3,1,2,1,414.2,432.3,487.6,481.5,520,A,B,4,B,B,C,A,A,B,A,467.12,A
18,M,1,3,1,3,,348.6,468,470.7,428.9,580,E,G,5,M,E,E,C,A,E,C,459.24,B
17,F,1,1,1,3,,592.2,603.7,627.6,719,760,F,G,3,I,D,D,B,A,D,B,660.5,B
17,F,1,3,1,2,1,505.9,529.1,519.3,668.6,640,B,B,4,C,B,C,B,A,C,A,572.58,B
17,F,1,3,1,2,,572.8,633.9,585.1,653.5,920,C,B,5,B,B,C,A,B,D,A,673.06,B
30,F,2,3,,2,1,423.9,387.3,492.3,526.7,300,A,A,5,C,B,C,A,A,C,A,426.04,B
16,M,1,3,1,3,1,571.3,632.5,566.4,718.9,900,B,E,5,B,B,D,A,B,C,A,677.82,B
17,F,1,1,1,2,,359.6,549,534.7,476.8,840,D,D,4,D,C,C,B,A,C,A,552.02,B
17,F,0,3,1,2,1,505,483.7,510.6,488.6,640,B,B,4,B,A,B,A,A,B,A,525.58,A
17,M,1,3,1,2,1,451.1,492.1,493.9,494.1,500,B,B,3,B,B,D,A,A,C,A,486.24,A
17,F,1,3,1,3,1,605.9,651.3,619.2,669.3,920,E,G,3,H,C,D,B,B,D,C,693.14,B
17,F,1,3,1,2,1,374.7,360.6,456.4,501.9,320,E,E,3,C,B,B,A,B,B,A,402.72,B
16,F,1,2,1,2,1,431,507.4,481.2,412.3,380,E,C,4,D,B,D,A,A,E,B,442.38,B
18,M,1,1,1,2,1,555.5,621.1,581.9,609.8,940,E,D,4,C,B,D,A,B,C,B,661.66,B
17,F,1,3,1,3,,456.2,454.8,452.7,507.9,660,E,G,5,F,D,D,B,B,D,B,506.32,B
17,F,1,1,1,3,1,480.4,594.1,571.4,536,720,G,G,4,I,C,D,C,A,E,B,580.38,B
17,F,1,3,1,2,1,548,561.4,571.3,634.7,780,F,E,4,C,C,D,A,A,D,B,619.08,B
17,F,1,1,1,2,1,473,497.7,541.9,505.5,520,C,E,4,C,C,D,B,B,D,A,507.62,B
18,F,1,3,1,2,1,519.7,496.5,520.5,625.9,660,E,E,5,C,B,C,A,A,D,A,564.52,B
17,M,1,3,1,3,1,570.6,716.2,590.8,773.1,960,E,E,3,G,C,C,B,B,D,B,722.14,B
18,F,1,1,1,2,1,400.1,483,496.6,440.3,540,C,D,4,B,B,C,B,A,D,B,472,B
18,F,1,1,1,2,1,477.8,553,561.3,520.3,840,E,C,4,B,B,C,A,A,B,A,590.48,B
16,F,1,2,1,2,1,438.1,473.3,550.9,551.9,680,F,B,3,B,B,C,A,A,B,B,538.84,B
17,M,0,1,1,2,1,468,499.1,552.6,536.1,600,E,E,3,B,B,D,A,B,D,B,531.16,B
17,F,1,1,1,2,1,455.9,501.5,514.3,526.2,640,B,E,4,B,B,C,A,A,B,A,527.58,B
22,M,1,3,,2,1,487.2,389.6,468.2,422.2,540,C,C,2,B,B,C,A,A,C,A,461.44,A
18,F,1,1,1,3,,571.6,482.4,539.4,675.5,520,F,G,4,N,E,E,C,A,E,C,557.78,B
18,F,1,3,1,2,1,373.5,452.7,492,412.4,560,D,D,4,B,B,C,A,A,B,A,458.12,A
17,F,1,3,1,2,1,373.4,393,436.1,468,460,A,D,5,C,B,C,A,B,D,A,426.1,B
17,M,1,1,1,2,1,396,457,392.7,427.8,640,E,E,4,C,B,C,B,A,E,A,462.7,B
19,M,1,1,1,3,,538.9,511.1,550.8,554.1,860,H,G,5,G,D,D,C,A,E,B,602.98,B
18,F,1,3,1,2,1,548.8,526,552.7,531,720,E,F,5,C,B,C,A,A,C,B,575.7,B
18,M,1,3,1,3,1,713.8,697.5,625.9,806.9,980,F,E,5,I,C,D,C,B,D,B,764.82,B
17,F,1,1,1,2,1,513.7,610.5,544,483.8,880,C,D,3,B,B,C,A,A,C,B,606.4,A
18,F,1,3,1,2,1,427,494.9,521.3,575.8,720,A,A,5,B,B,C,A,A,E,B,547.8,B
18,F,1,3,1,2,1,489.6,611.8,556.3,608.1,600,C,B,2,B,B,C,A,A,C,B,573.16,B
17,F,1,3,1,2,1,406.6,408.4,441.2,411.9,560,B,D,3,A,A,B,A,A,A,A,445.62,A
17,F,1,3,1,2,1,387.4,541.3,544.4,442.9,620,B,D,3,B,B,C,B,A,B,A,507.2,B
19,M,1,3,1,2,1,355.8,575.1,546.1,567.8,760,C,C,5,E,C,E,A,A,E,A,560.96,B
17,M,1,1,1,3,,572.3,552.4,583,768,780,E,E,4,E,B,C,A,B,E,B,651.14,B
17,F,1,1,1,3,,589.9,507.9,561.7,570.3,700,F,F,2,D,C,D,A,A,C,B,585.96,B
16,F,1,3,1,3,,541.3,596,589.7,610.3,960,C,C,4,D,B,D,C,A,E,B,659.46,B
18,F,1,1,1,2,1,342.9,401.4,479.9,462.2,520,B,C,5,B,B,C,A,B,D,A,441.28,B
17,M,1,3,1,2,1,600.1,619.2,611.9,728.7,720,E,E,4,C,C,D,B,B,E,A,655.98,B
19,F,0,3,1,2,1,403.3,465.1,476.3,416.7,580,H,B,3,B,B,C,A,A,B,A,468.28,B
18,F,1,3,1,2,1,598,632.9,553.1,542,720,B,E,5,B,B,C,A,A,C,A,609.2,A
17,M,1,3,1,2,1,441.7,373.6,475.4,582,540,A,A,4,B,B,C,A,A,B,A,482.54,B
18,F,1,3,1,2,,443.1,454.5,523.2,518.4,620,A,B,4,C,B,C,A,B,C,A,511.84,A
20,F,1,3,1,2,1,387,440.9,387.6,468.5,520,B,E,10,B,B,D,A,B,D,A,440.8,A
20,F,1,3,1,2,1,408.3,469,472.7,367.8,0,E,E,2,B,B,A,A,A,C,A,343.56,B
18,F,1,3,1,2,1,371.3,386.1,341.3,397.4,500,A,D,3,B,B,C,A,B,B,A,399.22,B
17,M,1,3,1,2,,540.8,625,547.5,599.1,920,C,E,4,A,B,C,A,A,C,A,646.48,A
18,F,1,1,1,2,1,553.1,605.1,595.6,624,940,C,E,4,B,B,C,B,B,C,A,663.56,A
17,F,1,3,1,2,1,434.3,542.9,546.1,516.4,740,F,E,4,B,B,C,A,A,C,A,555.94,B
18,M,1,0,1,2,,363.7,424.1,358.3,446.2,320,H,H,4,A,B,C,A,A,B,A,382.46,B
18,M,1,1,1,2,1,568.7,630.1,620.1,728.1,900,F,F,4,G,C,D,A,A,D,B,689.4,B
18,F,1,1,1,2,1,503.7,468.9,495.7,521.9,880,B,B,5,B,B,C,A,A,C,A,574.04,A
18,F,1,3,1,2,1,479.6,501.1,496.8,473.2,620,C,D,3,B,B,B,A,A,C,A,514.14,B
19,F,1,1,1,2,1,369.8,489,504.7,458.3,580,C,B,3,B,B,C,A,A,C,A,480.36,B
17,F,1,2,1,2,1,342.9,494.8,429.6,384.2,340,H,B,6,A,B,D,A,A,B,A,398.3,A
18,F,1,3,1,2,1,374.6,491.4,409.7,413.3,600,B,C,4,B,B,C,A,B,C,A,457.8,B
18,M,1,4,1,2,1,509.2,514.8,512.4,475.4,480,A,A,6,B,B,C,A,B,B,A,498.36,A
19,M,1,0,,2,,574,512.8,552.4,512.5,620,H,C,3,B,B,C,A,A,B,A,554.34,B
17,F,1,1,1,2,1,402,454.1,482.7,588.1,620,H,C,4,B,B,B,A,A,B,A,509.38,A
17,F,1,3,1,2,1,538.2,550.6,531.8,545.3,800,C,C,4,B,B,C,A,A,B,A,593.18,A
17,F,1,3,1,2,1,362.5,368.7,326.4,385,500,C,C,8,B,B,B,A,A,B,A,388.52,A
17,M,1,3,1,2,1,486.7,552,523.4,480.8,840,E,A,3,B,B,C,A,A,B,A,576.58,A
18,M,1,2,1,2,1,544.8,579.8,566.5,584.8,720,B,B,4,B,B,C,A,A,C,A,599.18,A
17,F,1,3,1,2,1,336.9,416.6,385.5,363.3,600,D,D,3,B,B,D,A,A,C,B,420.46,B
18,F,1,3,1,2,1,414.8,412.7,409.4,527.9,280,B,C,5,B,B,C,A,A,B,A,408.96,A
19,M,1,2,1,2,1,474.8,540.4,475.3,451.5,540,H,E,5,C,C,D,A,B,E,B,496.4,B
17,F,1,3,1,2,1,446.9,446.6,467.9,519.4,700,B,B,4,C,B,C,A,B,C,A,516.16,B
38,M,1,3,2,2,1,445.1,506.5,455.3,464.9,240,E,E,2,B,B,B,A,A,B,A,422.36,A
17,M,1,3,1,2,,503.5,535.8,517.7,477,540,C,C,4,A,A,C,A,A,B,A,514.8,A
18,F,0,4,1,2,,377.5,365.5,435.5,526.9,520,D,C,4,C,B,C,A,A,D,A,445.08,B
18,F,1,3,1,2,1,370.5,466.1,469.8,437.7,0,E,E,4,C,B,C,A,A,C,A,348.82,B
17,F,1,3,1,2,1,430.5,469.7,487.8,562.2,760,B,C,5,B,B,C,A,B,C,A,542.04,A
18,F,1,3,1,2,1,523.1,569.4,560.6,535.2,840,C,C,3,B,C,C,A,A,C,A,605.66,B
17,F,1,2,1,2,1,407.1,423.5,556.9,378.8,520,D,E,6,B,B,C,A,A,C,B,457.26,B
18,F,1,2,1,2,,462.1,491.3,489.8,390.8,480,C,D,3,C,C,C,A,A,D,A,462.8,B
18,F,1,3,1,3,1,539,427.7,532,493.3,560,A,E,4,C,C,C,A,B,D,B,510.4,B
18,M,1,3,1,2,1,395.5,479.8,468.8,519.1,540,F,F,3,D,C,C,A,A,E,A,480.64,B
18,F,2,4,1,2,1,483.7,512.8,564.7,507.4,800,E,D,2,B,B,B,A,B,C,B,573.72,B
17,M,3,2,1,2,1,424.1,536.6,524.5,474.7,460,E,E,2,C,B,C,B,A,C,A,483.98,B
18,F,1,3,1,2,1,385.2,420.4,510.3,446.6,320,B,C,2,B,B,A,A,A,A,A,416.5,A
17,F,1,3,1,2,1,381.1,422.1,434.7,437.9,780,B,B,2,A,B,C,A,A,C,A,491.16,B
17,F,1,3,1,3,1,510.5,550,505.9,539.1,620,G,G,3,Q,E,E,C,A,D,D,545.1,B
16,M,1,1,1,3,,583.1,621.3,541.4,643.3,580,G,F,3,C,B,C,A,A,D,A,593.82,B
16,F,1,4,1,2,1,469.2,582,525.4,655.4,900,B,D,7,B,B,C,A,B,D,A,626.4,B
17,M,1,3,1,2,1,498.1,619.2,564.9,526.1,620,B,B,4,A,B,D,A,A,C,A,565.66,B
18,M,1,3,1,3,,596.9,577.6,596.8,704.9,640,E,E,7,G,D,E,C,A,E,D,623.24,B
17,F,1,1,1,2,1,433.6,485.4,498,647,820,E,E,4,B,B,C,A,B,C,A,576.8,B
17,F,1,1,1,2,1,587.6,641.3,620.7,451.6,800,E,E,2,B,B,B,A,A,B,A,620.24,A
18,M,1,4,1,2,1,348.1,470.9,561.5,370.6,700,B,B,4,B,B,D,A,A,D,B,490.22,B
16,F,1,1,1,3,1,600.4,611.1,599.3,687.7,800,E,G,4,C,B,C,B,A,B,A,659.7,B
18,M,1,3,1,3,1,410.1,426.4,339.1,399,760,B,E,4,B,B,C,A,A,C,B,466.92,B
16,F,1,3,1,2,2,399.9,513.3,535,498.6,760,E,G,4,C,B,D,B,B,B,B,541.36,B
17,M,1,1,1,3,,401.9,539.9,523.8,549.7,460,F,E,4,F,B,D,B,A,C,B,495.06,B
18,F,1,3,1,2,2,367.8,460.1,511.2,417.8,800,C,E,4,B,B,D,A,B,D,B,511.38,B
18,M,1,3,1,2,1,471.9,448.2,523.1,556.3,580,B,D,5,D,B,B,B,C,E,A,515.9,B
17,M,1,3,1,2,1,452.6,421.2,505.1,578.5,680,C,C,4,B,B,C,A,B,B,A,527.48,B
20,F,1,2,1,2,1,445.2,431.3,516.2,435.6,380,E,D,3,B,B,C,A,A,D,A,441.66,A
20,M,1,1,,2,1,434.3,499.6,520.9,388.1,480,C,C,2,B,B,C,A,A,C,A,464.58,B
18,F,1,1,1,3,,517.2,545.3,538.8,473.7,600,G,E,6,G,C,E,B,A,E,B,535,B
18,M,1,2,1,2,1,429.9,380,458.9,554.1,660,A,A,2,A,B,B,A,A,B,A,496.58,A
20,M,1,3,1,2,1,406.6,373.1,452.6,389.2,400,E,H,5,B,B,D,A,A,C,A,404.3,A
24,F,2,3,1,2,1,420.5,466.7,490.4,440.8,400,A,B,2,B,B,C,A,B,C,A,443.68,A
18,M,1,3,1,2,1,500.3,539.2,580.9,542.6,500,E,E,2,B,B,C,A,A,B,A,532.6,B
17,F,1,1,1,2,1,507.9,529.1,572.3,651.6,720,B,E,2,B,B,C,A,B,C,B,596.18,B
20,F,1,3,,2,1,477.3,536.7,525.7,619.3,580,H,B,5,B,B,B,A,A,D,B,547.8,B
17,F,1,3,1,3,,585.4,607.7,597,675.2,920,D,F,3,B,B,C,B,A,D,B,677.06,B
17,F,1,3,1,3,1,482.7,514.8,557.2,430.9,660,E,E,4,G,B,C,B,A,D,B,529.12,B
16,F,1,3,1,2,,487.3,530.8,538.2,450.3,600,A,A,3,A,B,C,A,A,B,A,521.32,A
17,M,1,2,1,2,2,435.2,543.5,508.6,560.4,700,C,D,4,A,C,D,A,A,B,B,549.54,B
17,F,1,1,1,2,1,464.9,600.2,541.1,430.8,680,F,E,4,B,C,C,B,B,D,A,543.4,B
18,F,1,4,1,2,1,398.1,540.3,533.5,459.6,840,B,C,6,C,B,C,A,A,D,A,554.3,B
18,F,1,3,1,2,1,530.4,468.2,510.8,409.6,580,D,E,4,B,B,C,A,A,C,A,499.8,A
17,M,1,3,1,2,1,540.7,517.9,554.4,567.4,680,H,H,4,B,B,C,A,A,E,B,572.08,A
16,F,1,1,1,2,,504.1,508.2,475.2,473,600,D,D,4,B,B,C,A,A,B,A,512.1,A
20,F,1,3,,2,1,408.2,453.4,485.3,421.5,460,E,C,3,C,B,C,A,A,C,B,445.68,B
17,F,1,4,1,2,1,369.3,396.3,451,482,0,A,B,6,B,B,D,A,B,B,A,339.72,A
17,F,1,0,1,2,1,462.5,470.3,530.3,536.8,560,H,E,2,C,B,D,A,A,D,A,511.98,B
17,F,1,2,1,2,1,453.5,485.8,550.2,521.5,560,A,B,3,A,B,C,A,A,B,A,514.2,B
17,M,1,3,1,2,1,533.8,563.3,567.2,616.1,840,F,F,4,D,B,C,A,A,C,B,624.08,B
17,F,1,3,1,2,1,435.8,523,540.3,375.8,660,E,E,4,D,B,C,A,B,B,B,506.98,B
17,F,1,3,1,2,1,489.6,567.1,551.4,555.5,700,D,D,4,C,B,D,B,C,C,A,572.72,B
17,F,1,1,1,2,1,503.2,430.5,515.8,566,580,A,C,2,B,B,B,A,A,B,A,519.1,B
17,F,0,3,1,2,,424.3,414.6,503.6,489.5,780,D,D,3,F,B,C,A,B,C,B,522.4,B
17,M,1,1,1,3,,546.5,514.4,565.2,654.7,540,E,E,4,H,C,D,B,A,D,B,564.16,B
17,F,1,3,1,2,1,401.1,448.6,454,490.1,0,C,E,4,B,C,C,B,B,C,A,358.76,A
18,F,1,3,1,2,1,444.2,396,444.3,508.4,400,C,D,4,C,C,E,B,A,E,A,438.58,B
18,M,1,1,1,2,1,530.7,535,551.1,583.3,760,B,E,3,C,B,C,B,A,D,A,592.02,B
16,M,1,3,1,2,1,415.8,485.7,487.3,486.2,440,C,F,4,G,C,C,B,B,D,B,463,B
17,F,1,2,1,2,,535.6,512.6,549,522.3,880,C,F,5,B,B,D,A,A,C,A,599.9,B
18,M,1,3,1,2,1,330.9,463.7,374.7,491.8,0,B,A,6,B,B,B,A,A,B,A,332.22,B
18,M,1,3,1,3,1,615.4,611.2,570.9,771.9,920,F,G,5,L,C,D,B,A,C,B,697.88,B
17,M,1,3,1,2,1,548.1,566,553.8,707.1,760,E,D,4,H,B,D,B,A,D,A,627,A
18,F,1,3,1,2,1,374.2,368.7,403.6,390.8,0,B,B,4,C,B,C,A,B,C,B,307.46,B
18,F,1,3,1,2,1,393.2,482.1,514.4,457,560,C,D,5,C,B,C,A,B,B,A,481.34,B
17,F,1,4,1,2,1,573.2,566.8,521.4,582.4,600,E,D,5,E,B,C,B,A,D,B,568.76,B
18,F,0,1,1,2,1,492.8,582.5,583.3,508,620,B,D,3,B,B,D,B,C,C,B,557.32,B
20,M,1,2,1,2,,482.6,567.4,577.5,561.6,560,B,F,5,B,B,C,B,A,C,A,549.82,B
18,M,1,3,1,2,,419.7,484.6,412.7,564.7,620,B,B,7,B,B,C,A,A,B,A,500.34,B
18,F,1,1,1,2,1,445.4,403.6,496.4,388.6,640,B,B,4,C,B,C,A,A,B,B,474.8,B
18,M,1,3,1,2,1,354.2,355.3,419.6,401,440,A,B,4,B,B,C,A,B,D,A,394.02,B
17,F,1,1,1,2,1,550.4,566.6,577.6,658.4,900,E,E,2,B,B,B,B,A,B,B,650.6,B
17,F,1,3,1,3,,477.1,508.4,538.2,447.7,780,E,D,5,D,E,C,A,B,E,B,550.28,B
20,M,1,1,1,2,1,462.6,556.4,523.4,541.1,580,E,E,4,G,C,C,B,D,D,C,532.7,B
19,F,1,3,1,2,1,382.5,400.7,447.1,456,460,F,D,5,E,B,C,B,A,C,B,429.26,B
17,F,1,3,1,2,1,510.8,557.6,531.9,426.1,580,D,E,4,B,C,C,A,B,D,B,521.28,B
18,M,1,3,1,2,1,391.1,370.8,490.6,509.6,480,C,C,6,C,C,D,B,B,E,A,448.42,B
18,M,1,1,1,2,1,361.9,445.9,426.3,416.8,600,C,B,4,C,B,D,A,C,C,A,450.18,B
19,M,1,3,1,2,,393.2,384.5,361.3,504.2,600,C,C,6,B,B,C,A,A,D,B,448.64,B
23,F,1,3,1,2,1,424.3,544.4,547.8,503.9,440,A,D,3,A,B,B,A,A,B,A,492.08,A
17,F,1,3,1,2,1,495.7,558,522.6,416.2,600,B,C,4,B,B,D,A,A,D,A,518.5,B
17,F,0,1,1,2,1,467.6,462.4,501.1,495.9,620,E,E,4,B,B,C,A,B,D,B,509.4,B
18,M,1,1,,2,,361.8,374.1,470.7,451.1,460,H,C,3,B,B,C,A,A,C,A,423.54,A
17,F,1,3,1,2,1,354,381.1,393.5,425.2,640,B,F,3,B,B,C,A,A,C,A,438.76,B
19,M,1,2,1,2,1,576.5,555.1,576.8,488.9,800,E,D,4,B,B,C,A,A,B,A,599.46,B
18,F,1,2,1,2,1,483.4,362,434.7,369.4,540,B,C,3,B,B,C,A,A,B,A,437.9,A
19,F,1,1,1,3,,449.4,365.4,471.6,542,680,E,C,2,C,B,B,A,B,B,A,501.68,A
20,F,1,1,1,2,1,363.6,478.4,497.1,465.9,820,E,D,3,C,C,C,B,A,C,A,525,B
17,F,1,0,1,2,1,470.4,386.6,521.8,400.4,720,C,C,3,C,B,C,A,B,C,A,499.84,B
17,F,1,1,1,3,1,520.6,579,551.7,670.1,920,E,E,4,K,E,E,A,A,D,C,648.28,B
19,F,1,3,1,2,,405.9,463,463.4,452.9,600,D,E,4,B,B,C,A,A,B,A,477.04,A
19,F,1,2,1,2,1,441.2,472.4,416.8,419.2,420,A,B,3,B,A,B,A,A,B,A,433.92,A
19,M,1,2,1,2,1,442.9,534.8,577.6,527.9,700,C,D,5,C,B,C,A,A,D,A,556.64,A
17,F,1,1,1,2,1,398.7,353.5,411.8,549.8,660,B,E,4,B,B,C,A,B,B,A,474.76,A
17,F,1,2,1,2,1,487.6,582.6,560,578.6,600,B,E,4,B,B,C,A,A,C,A,561.76,B
16,F,1,2,1,2,1,531.9,485.1,550.8,435.8,580,E,E,3,C,B,D,A,A,D,B,516.72,B
17,M,1,3,1,2,1,421,424.1,476.8,437.2,320,E,E,2,B,B,B,A,A,C,B,415.82,B
17,F,1,1,1,3,1,574.4,661.1,637.8,789.9,860,F,E,4,G,C,D,B,A,E,B,704.64,B
17,M,1,3,1,2,1,437.9,421.7,435.3,594.4,460,D,E,3,B,B,C,A,A,A,A,469.86,B
19,F,1,4,1,2,1,350.9,405.4,448.2,455.5,620,H,C,4,D,C,C,A,A,B,A,456,B
17,F,1,5,1,2,1,348.9,428.4,524.1,445.9,500,C,C,5,B,B,C,A,A,D,A,449.46,B
17,M,1,3,1,2,2,480.7,482.8,511.2,592.3,680,E,C,5,D,B,B,A,B,C,B,549.4,A
16,F,1,1,1,3,,600.5,622.9,663,634,940,E,F,4,E,C,D,B,B,E,B,692.08,B
18,M,1,3,1,2,1,421.9,469.7,495.1,475.6,520,C,E,5,C,B,D,A,A,E,B,476.46,B
17,F,1,3,1,3,1,591.1,608.7,551.8,662.3,920,F,E,4,L,E,D,C,A,E,B,666.78,B
20,M,1,3,1,2,1,379.8,422.3,430,521.8,460,E,B,4,B,C,C,A,C,D,A,442.78,A
17,M,1,2,1,2,1,445.3,511.7,543.8,368.9,620,B,C,3,C,B,C,A,A,B,B,497.94,B
19,F,1,2,1,2,,427.7,449.8,494.9,402,520,D,C,8,B,B,C,A,A,C,A,458.88,A
19,M,1,3,1,2,1,451,487,537.7,486.1,720,A,B,2,C,B,B,A,A,B,B,536.36,B
18,M,1,3,1,2,1,422.3,439.5,400.7,378.4,0,B,C,5,D,D,D,B,A,D,A,328.18,B
18,F,1,2,1,2,1,485.9,543.9,513.6,424,500,B,E,4,B,C,D,A,A,D,B,493.48,B
17,F,1,1,1,2,1,524.6,487.4,537.2,507.6,600,B,E,5,D,B,C,A,A,C,A,531.36,B
19,F,1,2,1,2,1,428.6,452.7,390.5,464.8,0,B,C,5,B,C,C,A,A,E,B,347.32,B
17,F,1,3,1,2,1,451.7,525.2,484.6,461.3,700,C,E,4,B,B,B,A,B,C,B,524.56,A
17,M,1,3,1,3,,482.2,558.7,516.8,596.3,820,E,F,3,C,C,D,A,A,C,B,594.8,B
35,F,0,1,,2,,499.1,540,528.2,476.7,760,B,C,4,C,B,C,B,A,D,B,560.8,B
16,F,1,3,1,2,1,557.2,572.7,609.9,679.8,780,F,F,3,K,C,E,B,A,C,B,639.92,B
17,F,1,1,1,2,1,549.1,594.8,515.5,590.1,880,C,E,3,B,B,C,A,A,C,A,625.9,B
18,M,1,1,1,2,2,547.7,584.4,588.7,468.6,560,F,E,5,B,B,C,A,A,E,A,549.88,A
18,M,1,2,1,2,1,449.8,515,534.6,570.8,640,E,E,4,B,B,C,B,A,E,A,542.04,B
18,F,1,2,1,2,1,400.7,481.9,473.4,432.6,460,B,B,4,B,B,C,A,B,D,A,449.72,B
19,M,1,3,1,2,1,496.5,523.4,441.3,474.1,440,C,C,6,F,B,C,A,A,E,A,475.06,B
17,F,1,3,1,3,1,626.7,652.8,615.4,732.9,900,H,G,1,I,D,E,C,C,E,C,705.56,B
19,F,1,3,1,2,2,453.8,460.6,524.9,461.2,560,A,D,4,B,B,C,A,B,C,A,492.1,B
19,F,1,3,1,2,,421.2,455.9,451.5,503.5,460,B,D,4,B,B,C,A,B,C,A,458.42,B
19,F,1,1,1,2,1,372.7,358,378.1,528.6,340,H,H,3,B,B,C,A,B,D,A,395.48,B
17,M,1,3,1,2,1,554.2,552.3,552.8,529.1,660,B,B,7,C,C,C,A,B,B,A,569.68,B
17,M,1,1,1,2,1,343.3,495.4,439.6,462.8,320,D,E,3,C,B,C,A,A,C,B,412.22,B
23,M,0,3,1,2,1,418.9,343.7,374.1,373.7,600,B,C,6,C,B,C,A,A,C,A,422.08,B
17,F,0,2,,2,1,436.5,515.2,516.8,517.5,620,E,C,5,B,B,C,B,A,D,A,521.2,B
17,F,1,1,1,2,1,497.3,499.5,568.3,489.1,900,A,D,5,C,B,B,A,A,B,A,590.84,A
20,F,1,3,,2,1,381.2,386.9,447.6,429.9,520,C,C,3,B,B,B,A,A,B,A,433.12,A
19,F,1,2,,2,1,428.3,444.1,504.3,447.5,620,H,H,5,B,B,C,A,A,C,A,488.84,B
18,F,0,1,,2,1,389.8,462.8,388.2,485.7,520,C,D,4,A,A,C,A,A,A,A,449.3,B
17,M,1,3,1,3,1,421.4,564,534.9,487.1,560,D,D,5,C,B,C,B,A,D,A,513.48,A
17,M,1,3,1,2,,424.3,481,507.2,435.3,680,E,E,4,B,B,C,A,A,C,A,505.56,B
21,F,1,2,1,2,1,369.4,426.2,352.4,425.9,480,B,B,4,C,B,C,A,B,B,A,410.78,B
18,F,1,4,1,2,,442.5,536.1,519.8,485.9,700,B,D,3,B,B,D,A,A,B,A,536.86,B
19,F,1,1,1,2,1,503.7,495.4,512.7,496.7,500,E,C,5,C,C,D,A,B,E,A,501.7,B
17,F,1,3,1,2,1,461.4,465.3,449.8,359.5,560,A,C,4,B,B,B,A,B,B,A,459.2,A
18,M,1,3,1,2,,358.6,356.1,434,592.7,640,H,D,5,B,B,B,A,A,B,A,476.28,B
18,F,1,1,1,2,1,421,355.6,423.2,402.7,420,B,F,4,B,B,B,A,A,B,A,404.5,A
17,F,1,3,1,2,1,581.1,617.5,553.4,474.8,840,E,G,6,D,B,B,A,B,C,B,613.36,B
18,F,1,3,1,2,1,507,484.3,504.9,408.5,480,B,B,4,B,B,C,A,A,C,A,476.94,B
18,M,1,1,1,3,,593.1,657,576,720.5,980,G,G,5,Q,E,E,C,A,E,D,705.32,B
16,M,1,1,1,3,1,589.9,605.6,526.9,689.6,920,C,E,5,C,B,D,A,B,D,B,666.4,B
19,F,1,3,1,2,1,369.1,429.2,441.6,475.9,640,C,B,2,A,B,C,A,A,B,A,471.16,A
