NU_IDADE,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_ENSINO,TP_ESCOLA,TP_LOCALIZACAO_ESC,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO,Q001,Q002,Q005,Q006,Q008,Q009,Q010,Q011,Q022,Q024,MEDIA_NOTAS,Q025
17,F,1,3,1,3,1,381.1,469.2,508.4,465.7,480,E,G,3,E,B,C,A,A,D,C,460.88,B
17,F,1,4,1,2,1,478.1,553.2,520.3,509.7,940,H,G,3,E,B,C,A,A,D,B,600.26,B
17,F,1,3,1,2,1,386,476.1,513.6,616.3,600,C,C,8,B,B,C,A,A,C,A,518.4,B
17,F,1,3,1,3,1,495.8,547.5,552.7,502.7,660,F,F,4,C,B,D,B,C,D,B,551.74,B
17,M,1,3,1,2,1,353.2,469.7,439.8,409.7,360,C,E,4,B,B,B,A,B,D,A,406.48,B
34,F,2,3,,2,1,394.9,474.4,484.9,447.4,580,B,B,4,C,B,C,A,B,C,A,476.32,B
22,M,1,3,,2,1,460,466.9,479.5,481.6,380,C,B,3,B,B,C,A,B,C,A,453.6,B
17,M,1,3,1,3,1,639.4,623.4,554.9,680.9,840,D,G,6,C,C,D,A,A,D,B,667.72,B
17,F,1,1,1,2,1,357.3,407.4,488.4,438.7,520,A,G,4,D,B,C,A,A,C,A,442.36,B
17,M,1,2,1,2,1,537.3,421.6,396.3,479.7,700,A,A,3,E,C,C,B,B,D,A,506.98,B
18,F,1,3,1,3,1,525.7,588.8,535.2,480.3,680,F,F,5,D,B,D,B,A,E,A,562,B
19,M,1,3,1,2,1,546.2,573.9,594,456.3,640,E,C,5,C,B,C,A,A,E,A,562.08,B
18,F,1,3,1,2,1,431.5,372.8,425.9,513.8,540,D,C,7,B,B,C,A,A,B,A,456.8,A
18,M,1,3,1,2,1,507.6,501.9,503.5,538.9,640,B,B,3,B,B,B,A,B,B,A,538.38,A
18,M,1,3,1,3,1,704.9,731.6,683.7,946,800,G,G,3,Q,E,D,C,A,D,D,773.24,B
19,M,1,4,1,2,1,426.3,475.9,491.2,455.9,520,H,A,5,C,B,D,B,A,D,A,473.86,A
17,M,1,3,1,3,,570.2,653.2,601.9,712.3,900,B,C,6,D,C,D,A,A,D,B,687.52,B
19,M,1,4,,2,1,471.4,437,398.5,526.8,580,B,D,5,A,B,C,A,A,C,A,482.74,B
17,F,1,3,1,2,1,491.6,515.6,532.5,568.8,600,C,C,5,B,B,C,B,B,B,A,541.7,A
17,F,1,3,1,2,1,436.3,403.6,530.1,399.9,640,B,D,5,B,B,D,A,B,C,B,481.98,B
17,F,1,4,1,3,1,519.3,571.9,553.2,507.4,700,E,F,4,H,C,C,B,C,D,C,570.36,B
18,F,1,3,1,2,1,425,350.6,441,438.5,600,H,H,4,B,B,D,A,B,C,A,451.02,B
18,M,1,3,1,2,1,466.8,538.3,539.3,418.2,580,B,C,5,B,B,C,A,B,C,A,508.52,A
18,M,1,1,1,2,1,580.6,631.7,583.9,745.7,600,B,E,6,C,B,D,A,A,C,B,628.38,A
18,M,1,1,1,3,1,398.7,507.9,471.1,427.1,320,F,G,4,O,C,D,C,A,E,C,424.96,B
17,M,1,3,,2,1,421.4,507.1,474.9,490.6,200,E,E,4,B,B,D,A,A,D,A,418.8,B
18,F,1,3,1,2,1,478.1,482.2,552.2,470.7,580,E,E,5,B,B,C,A,B,C,A,512.64,B
17,F,1,3,1,3,1,437.5,512.2,549,505.3,760,D,D,3,D,D,D,B,A,D,C,552.8,B
20,F,1,0,1,2,,411.7,563.3,490.8,423.9,600,H,B,6,B,B,C,A,A,C,A,497.94,B
18,F,1,1,1,2,1,426.3,453.2,437.9,495.1,0,E,E,3,C,C,C,B,A,D,A,362.5,B
18,M,1,3,1,2,1,402.4,369.1,532.6,480.6,640,C,C,4,B,B,C,A,A,C,B,484.94,B
17,M,1,1,1,3,,512.8,537,538.5,527.5,780,E,C,4,D,C,D,B,B,D,B,579.16,B
18,M,1,3,1,2,1,596.8,581.5,634.6,666.5,740,D,C,5,E,C,D,B,A,D,B,643.88,B
17,F,1,1,1,2,1,565.1,556.8,543.4,636.1,860,B,C,5,B,B,B,A,A,B,A,632.28,B
17,F,1,3,1,2,1,418,499.3,479.5,486,540,B,C,5,A,B,D,A,A,C,A,484.56,B
19,M,1,1,1,2,1,587.5,574.7,572.4,567.8,720,D,F,5,C,B,C,B,A,C,A,604.48,A
17,M,1,1,1,2,1,549,556.2,559.6,614.5,520,D,E,4,A,B,C,A,A,C,B,559.86,B
16,F,1,3,1,3,1,503.8,563.6,536.7,571.8,780,G,G,3,G,C,C,B,A,D,D,591.18,B
16,F,1,5,1,2,2,408,535.1,542,379.3,840,E,E,4,A,B,C,A,A,B,A,540.88,A
26,M,1,3,,2,1,394.6,436.1,468.3,406,480,H,E,2,C,B,C,A,A,C,A,437,B
17,F,1,1,1,3,,562.4,601.6,631.6,601,800,F,D,5,D,B,C,B,A,D,B,639.32,B
18,F,1,2,,2,1,426.6,405.6,373.1,463.3,260,C,C,7,B,B,C,A,A,B,A,385.72,A
19,F,1,3,1,2,,528.3,378,509.3,455.6,480,B,D,4,C,C,D,B,B,E,A,470.24,B
17,F,1,3,1,2,1,358.5,421.1,412.3,366.1,520,D,B,4,B,B,D,A,B,C,A,415.6,B
17,F,1,3,1,2,1,433.7,503.3,544.9,460.3,620,B,E,4,B,B,C,A,A,B,A,512.44,A
19,M,1,1,1,2,1,395.2,339.4,547.4,641.8,660,E,E,4,C,C,C,A,A,C,B,516.76,B
17,M,1,1,1,2,1,356.8,380,558.4,607.8,960,E,E,5,C,C,C,A,A,B,B,572.6,B
17,F,1,3,1,2,1,457.9,428.2,516.2,453.4,720,C,B,4,B,B,B,A,B,C,B,515.14,A
18,M,1,1,1,2,1,539.7,351.1,444.6,492,300,B,B,3,B,B,C,A,B,B,A,425.48,B
18,M,1,3,1,2,1,401.9,427.9,337.5,426.1,340,B,C,4,B,B,C,A,B,E,B,386.68,B
17,F,1,1,1,2,,484.3,451.9,519.9,478.5,700,B,E,3,B,B,C,A,A,C,A,526.92,B
17,F,1,3,1,2,,380.9,340.6,453.6,607.9,740,B,D,5,B,B,B,A,A,C,A,504.6,B
17,F,1,3,1,2,1,383.2,542.3,486.4,500.7,600,B,E,4,B,B,C,A,A,C,A,502.52,B
18,F,1,3,1,2,1,487.1,564,527.6,434.6,520,H,B,8,B,B,D,A,A,C,A,506.66,B
20,M,1,3,1,2,,422.6,417.5,395.5,460.5,0,A,B,4,B,B,C,A,A,C,A,339.22,B
16,F,1,2,1,2,2,472.1,530.4,547.1,584.1,880,D,E,4,C,B,D,B,A,D,A,602.74,A
17,M,1,3,1,2,1,430,537.8,531.7,586,760,E,E,4,D,B,C,A,B,E,A,569.1,B
18,M,0,0,1,2,2,519.5,520.5,567.6,640.3,660,H,G,4,E,B,D,A,B,C,B,581.58,B
18,F,1,3,1,2,1,407.1,433.3,441.6,403.4,320,B,B,8,C,B,D,A,B,D,A,401.08,A
17,M,1,3,1,2,1,442.1,479.2,417.9,442.7,640,B,C,8,D,B,C,A,A,E,B,484.38,B
18,M,0,1,1,2,1,479.2,572,571.1,372.8,320,G,E,4,B,B,C,A,A,B,A,463.02,B
16,M,1,3,1,3,1,650.7,654.5,605.1,915.6,920,E,F,5,F,C,D,B,A,D,B,749.18,B
20,F,1,3,1,2,1,435,431.6,444,385.8,440,B,D,4,C,B,C,A,B,D,A,427.28,B
16,M,1,3,1,2,2,534.1,518.3,556.4,670.8,660,B,E,3,C,B,D,A,A,C,A,587.92,B
17,F,0,0,1,2,1,551.2,685.9,658.3,681.2,700,E,E,5,B,B,D,A,B,B,B,655.32,B
20,F,1,3,1,2,1,353.4,366.2,426.3,532.6,540,H,H,4,A,C,D,B,A,E,A,443.7,B
22,F,1,3,1,2,1,407.4,498.5,540.2,427.6,600,E,D,5,B,B,C,A,B,C,A,494.74,B
18,F,1,1,1,2,1,408.1,461.2,490.6,525.3,240,H,H,4,D,B,C,A,A,D,A,425.04,A
16,F,1,3,1,2,1,417.1,482.6,493.3,496.3,800,A,D,4,C,A,C,A,A,D,B,537.86,B
18,F,1,1,1,2,1,443.5,465.9,524.6,489.8,600,C,D,4,B,B,C,A,A,C,A,504.76,B
17,M,1,3,1,2,,490.8,491.4,540.6,651.6,760,F,E,5,P,C,D,C,A,E,D,586.88,B
17,F,1,3,1,2,1,499.5,458.2,509.7,537.3,500,E,E,4,B,B,C,A,A,C,A,500.94,B
17,F,1,3,1,3,,529.9,573.1,550.6,655.3,720,F,F,3,B,B,C,A,A,C,B,605.78,B
19,M,1,3,1,2,1,494.7,555.4,570.4,561.4,620,C,E,4,C,B,C,A,B,E,C,560.38,B
18,F,1,3,1,2,1,528.5,582.9,555.8,540.8,700,B,B,3,B,B,C,A,A,B,A,581.6,B
18,M,1,3,,2,1,390,460.2,458.2,422.6,420,B,D,5,B,B,D,A,A,D,A,430.2,B
17,F,1,1,1,2,1,487.8,560.6,524.8,469.9,820,H,G,3,B,B,C,A,A,B,A,572.62,A
17,M,1,3,1,2,,429.2,523.1,511.1,522.3,740,C,C,5,D,B,C,A,B,D,A,545.14,B
18,M,1,1,1,3,1,727,702.7,652.1,888.4,920,F,G,4,Q,E,E,D,A,E,D,778.04,B
18,F,1,3,1,2,1,385.8,450.9,481.4,496.6,560,G,E,6,C,B,C,A,A,B,A,474.94,A
17,F,1,3,1,2,,432.8,433.5,435.1,407.5,0,A,A,3,B,B,C,A,A,C,A,341.78,B
18,M,1,0,1,2,1,528.1,557.2,546.1,454.4,640,D,E,4,C,C,D,B,A,D,B,545.16,B
17,F,1,1,1,3,1,592.2,630.9,659.9,744.5,920,F,C,3,G,C,D,B,B,C,C,709.5,B
17,F,1,1,1,2,1,607.5,639.9,626.6,786.2,860,F,E,4,P,C,C,B,A,E,C,704.04,B
17,M,1,3,1,3,1,674.8,602.4,601.9,791.7,900,F,F,5,P,D,D,B,A,E,D,714.16,B
16,F,1,3,1,2,1,534.1,593.2,583.7,668.8,860,E,G,3,G,C,D,B,C,D,B,647.96,B
17,M,1,3,1,2,1,413.8,496.1,376.4,477.3,420,B,C,3,B,B,B,A,B,C,A,436.72,A
19,F,1,3,1,2,1,412.9,479.5,495.9,392,480,B,E,3,C,C,C,A,A,D,A,452.06,B
17,F,1,3,1,3,1,664.5,628.5,635.3,737.7,940,F,F,4,O,D,D,B,B,E,D,721.2,B
17,F,1,1,1,3,1,622.2,628.7,609,692.2,940,G,G,3,O,D,D,B,A,D,B,698.42,B
17,F,1,3,1,3,,492.6,603.2,571.1,552.8,800,C,E,5,B,C,C,B,A,D,A,603.94,B
20,F,1,1,1,2,,412.2,468.2,468,408,620,C,E,4,C,B,C,A,A,B,A,475.28,B
17,F,1,1,1,2,1,543.8,534.9,525.8,402.1,520,E,G,3,F,B,D,A,A,E,B,505.32,A
18,F,1,4,1,2,,473,450.3,505.6,445.4,640,B,C,6,B,B,B,A,A,B,A,502.86,A
17,M,1,4,1,2,1,444,487.9,498.7,363.3,680,B,D,3,B,B,C,A,B,D,B,494.78,B
17,F,1,3,1,3,,488.9,564.8,572.2,436.9,720,E,D,4,D,C,C,A,A,D,B,556.56,B
18,F,1,3,1,3,1,519.9,482.1,523.3,580.1,860,E,E,4,N,E,D,B,A,C,B,593.08,B
18,F,1,1,1,2,1,401.2,427.8,520.1,408.2,580,E,E,4,E,B,C,B,A,D,B,467.46,B
17,F,0,3,1,2,1,348.2,381.6,386.4,425.6,520,E,D,5,B,B,C,A,A,B,A,412.36,A
17,M,1,2,1,2,1,523.5,521.9,536.4,432.5,680,E,E,4,C,D,E,B,C,E,B,538.86,B
19,M,1,1,1,2,1,385.3,462.2,398,432.4,0,E,E,2,B,B,C,B,A,C,A,335.58,B
18,M,1,1,1,2,1,506.7,557.9,565.8,675.7,740,G,F,4,I,E,E,B,A,E,C,609.22,B
18,M,1,1,1,2,1,571.1,560.6,541.5,661.1,680,G,F,4,I,E,E,B,A,E,C,602.86,B
17,F,1,3,1,2,1,387.6,462.4,519.6,411.3,360,H,H,5,C,B,C,A,A,C,A,428.18,B
17,F,1,3,1,2,1,379.2,365.6,343.1,410.4,560,C,C,4,B,B,C,A,A,B,A,411.66,A
19,F,1,3,1,2,1,392,353.4,524.6,360.2,600,B,C,9,B,B,E,A,A,D,B,446.04,B
17,M,1,1,1,2,1,574.6,598.1,579.7,646.7,580,C,E,4,B,B,D,A,B,C,A,595.82,B
17,M,1,3,1,3,1,618.7,660.6,612.3,751.9,920,E,G,5,N,E,E,B,B,E,B,712.7,B
18,M,1,3,1,2,1,572.1,515,539.9,635.4,520,E,E,5,B,B,C,A,A,D,B,556.48,B
18,M,1,2,1,2,1,477.5,502.6,553.5,435.9,720,E,E,5,C,B,C,B,A,C,B,537.9,B
17,F,0,3,1,2,1,396.8,450.3,439,418.5,600,D,E,3,B,B,C,A,B,A,B,460.92,B
17,F,1,1,1,3,1,485.6,536.7,451.4,465.2,760,F,E,4,J,C,C,A,A,E,C,539.78,B
17,M,1,2,1,2,1,367.1,542.7,472.5,396.7,240,B,C,4,C,C,C,B,A,D,B,403.8,B
18,M,1,3,1,2,1,604,583.6,570.1,685.7,680,E,C,4,G,C,E,B,A,D,B,624.68,B
19,F,1,3,1,2,1,526.2,498.4,524.4,435.5,760,E,E,4,E,B,C,B,A,C,A,548.9,B
19,F,1,3,1,2,1,456.2,474.5,531.8,468.2,500,B,C,3,B,B,C,A,A,C,A,486.14,A
17,M,1,1,1,3,1,714,692,602.4,777.4,980,D,F,4,L,C,C,C,A,E,C,753.16,B
17,F,1,4,1,2,1,428.5,509.2,488.1,516,680,B,B,4,B,B,C,A,A,C,B,524.36,B
20,F,1,3,,2,1,405.6,462,514.5,540.4,440,B,D,4,B,B,B,A,A,B,A,472.5,B
17,F,1,3,1,2,1,517.3,610.4,544.2,509.6,900,C,E,5,B,B,C,A,A,B,A,616.3,A
19,F,0,3,1,2,1,535.4,402.4,379,467.2,560,E,H,3,B,B,B,A,A,C,A,468.8,A
18,F,1,3,1,2,1,468.1,522.7,479.4,429,620,D,E,3,B,C,C,B,A,D,B,503.84,B
17,M,1,1,1,3,,549.1,538.9,545.8,603.3,860,F,E,4,P,E,D,C,A,E,B,619.42,B
17,M,1,3,1,3,1,680.9,744.3,650.7,845,900,G,G,3,O,E,E,C,A,D,D,764.18,B
18,M,1,3,1,2,1,504.1,538.1,514.3,631.5,740,E,E,5,C,B,D,B,B,D,B,585.6,B
18,F,1,3,1,2,1,393.4,479,515.3,569.1,480,H,C,5,A,B,D,A,A,D,B,487.36,B
18,F,1,2,1,2,1,361.1,553.3,504.7,445.5,580,B,C,4,B,B,C,B,A,B,A,488.92,B
47,F,2,3,,2,1,506.4,407.4,504.7,540.7,620,D,C,1,B,B,C,A,A,B,A,515.84,B
18,M,1,3,1,2,1,437.4,526.2,507.7,371.1,420,C,F,3,B,B,B,A,A,B,A,452.48,A
17,F,1,3,1,2,1,389.1,545.6,537.8,502.8,740,E,E,4,C,B,C,B,A,C,B,543.06,B
17,M,1,3,,2,1,501.7,529.8,525.4,433.2,620,C,C,3,A,B,C,B,B,C,A,522.02,B
17,F,1,3,1,3,1,563.5,530,602.4,551.2,740,G,E,5,G,C,C,B,C,E,B,597.42,B
17,M,1,2,1,3,,612.7,539.2,545.1,558.8,700,E,E,4,E,C,D,B,A,D,B,591.16,B
18,F,1,3,1,2,1,469.7,535.6,478.9,434.3,700,E,B,6,B,B,C,A,A,B,A,523.7,A
16,M,1,2,1,2,1,465.6,422,482.7,397.4,440,H,E,3,B,B,C,A,A,B,A,441.54,A
18,F,1,1,1,3,1,685.7,637.1,608.4,853.9,940,F,G,6,N,E,E,D,A,E,D,745.02,B
18,F,1,3,1,2,1,415.2,504.7,434.4,494.5,820,A,B,3,A,B,C,A,A,D,A,533.76,B
17,M,1,1,1,3,1,617.3,647.5,659.5,785.5,940,G,F,4,K,E,D,D,A,E,E,729.96,B
17,F,1,3,1,2,,582.3,560.4,581.3,667.4,780,C,C,2,B,B,C,A,A,C,A,634.28,B
18,F,1,1,1,2,1,537.7,585.5,572,511.5,460,D,C,4,C,B,D,B,A,D,B,533.34,B
18,M,1,4,1,2,1,500.1,547,551.8,639.4,740,H,B,4,C,B,D,A,B,D,B,595.66,B
17,M,1,3,1,3,,534.5,550.3,545.4,498.2,960,E,G,3,G,D,D,B,A,D,C,617.68,B
20,F,1,3,1,2,1,349.8,436.7,454.5,453.4,340,C,C,6,A,B,C,A,A,C,A,406.88,B
17,M,1,1,1,2,1,534.2,448.7,543.9,554.7,600,B,D,5,C,B,C,A,B,C,B,536.3,B
21,F,1,3,1,2,1,468.4,535.1,539.8,429.9,600,H,C,3,D,B,C,A,A,D,B,514.64,B
18,M,1,3,1,2,1,495.3,576.7,573.3,403.2,480,C,B,5,D,C,D,B,B,E,A,505.7,B
23,M,1,2,,2,1,466.8,419,466.4,498.4,580,B,D,5,C,B,C,A,A,C,A,486.12,B
16,M,1,3,1,3,1,622,597.5,585.7,751.1,880,G,E,2,L,E,E,B,B,C,C,687.26,B
17,F,1,3,1,3,,544,571.3,585.1,620.7,840,E,G,3,I,C,C,A,A,E,D,632.22,B
17,F,1,1,1,2,1,382,511.2,523.6,444.5,820,E,E,4,C,B,C,A,B,C,A,536.26,B
19,F,1,3,2,2,,447.4,484.6,525.1,418,500,D,E,3,B,C,C,A,A,D,A,475.02,B
17,F,1,1,1,2,1,393.5,440.7,448.6,392.8,560,B,B,5,E,B,C,A,A,C,A,447.12,B
17,M,1,3,1,2,1,393.9,511.9,513.6,512.9,580,D,E,2,B,B,C,A,A,A,A,502.46,A
18,M,1,3,1,2,1,441.3,464.6,491.3,503.2,480,D,D,3,B,B,C,A,B,C,B,476.08,B
17,F,1,3,1,2,1,459.9,551.3,550,496.9,640,C,C,4,B,B,C,A,B,C,A,539.62,B
17,F,1,3,1,2,1,488.5,550.3,551.5,403.4,600,B,C,5,A,B,C,A,A,C,A,518.74,A
18,M,1,3,1,2,1,397.7,440.6,375.7,450.5,660,C,C,3,B,B,C,A,A,B,A,464.9,A
17,F,1,1,1,2,1,478.1,500,537.5,589.8,660,D,E,4,B,B,C,B,A,C,B,553.08,B
17,M,1,2,1,2,1,484,549.3,509.5,591.6,600,B,B,4,B,B,C,A,A,C,A,546.88,A
18,F,1,1,1,2,1,474.6,524.5,508.2,390.3,840,B,C,5,B,B,C,A,B,C,A,547.52,A
18,F,1,3,1,2,1,409.6,415.9,404.9,466.7,360,C,E,6,B,B,C,A,B,B,A,411.42,B
17,M,1,3,1,2,1,346,393.7,465.5,520.1,360,B,E,4,B,B,C,A,A,B,A,417.06,B
17,F,1,2,1,2,1,456.7,342.7,440,391.1,600,B,B,4,C,B,C,A,A,B,B,446.1,B
19,F,1,3,1,2,1,392.6,498.5,474,443.9,580,C,C,4,B,B,C,A,B,B,A,477.8,B
21,F,1,2,1,2,1,393.9,430,511.6,465.6,660,H,H,4,B,B,D,A,A,D,A,492.22,A
17,F,1,3,1,3,,621.3,673.1,639.6,694.4,960,F,F,6,M,E,E,C,A,E,C,717.68,B
17,M,1,1,1,2,1,355.9,403.8,376.7,503.3,580,C,C,3,C,C,C,B,A,D,B,443.94,B
19,F,1,1,1,2,1,412.1,469.8,509.3,464.2,500,E,E,7,C,B,C,A,A,B,A,471.08,A
33,F,2,1,1,2,1,428.6,538.3,538.3,469.3,680,B,B,3,B,B,D,A,B,C,A,530.9,A
18,M,1,3,1,2,1,498.6,462.8,439.5,427.7,460,E,C,4,F,B,B,A,A,B,A,457.72,A
19,F,0,3,1,2,1,480.9,552,529.2,387.1,700,B,C,4,B,B,C,A,B,C,A,529.84,B
20,M,1,1,1,2,1,428.4,391.1,494.3,487.5,600,A,E,4,B,B,C,A,A,C,A,480.26,B
18,F,1,3,1,2,1,482.5,530.9,548.5,517.4,580,B,E,2,B,B,C,A,B,B,A,531.86,B
18,M,1,1,1,2,1,628.5,636.5,618.1,847.7,780,E,F,4,N,C,D,B,A,C,B,702.16,B
19,M,1,3,1,2,,383.5,383.3,433.2,433.1,420,B,B,5,B,B,C,A,A,C,A,410.62,A
18,F,1,3,1,2,1,361.7,368,469.8,399.7,580,A,C,6,B,B,B,A,B,B,A,435.84,B
20,M,1,3,1,2,1,405,557.2,513.9,431.9,620,C,C,3,A,B,C,A,A,C,A,505.6,A
17,F,1,1,1,2,1,481.7,406.7,517.4,448.2,560,B,G,5,C,B,C,B,B,C,A,482.8,A
19,M,1,3,1,2,1,473.6,607.4,616.1,661.3,840,D,B,6,C,B,D,A,B,C,B,639.68,B
20,M,1,3,,2,,485.9,576.6,583,475.4,540,E,E,6,E,E,D,B,A,E,A,532.18,B
17,M,1,3,1,2,1,532.6,494.5,434.2,648.8,800,B,F,4,E,B,B,A,B,B,A,582.02,A
21,M,0,2,1,2,1,470.8,496.8,493.5,548,600,H,H,3,C,B,C,A,B,D,B,521.82,B
18,F,1,2,1,2,1,428.9,526.9,551.6,459.5,480,A,E,4,B,B,C,A,A,E,B,489.38,B
18,M,1,1,1,2,1,380.4,462.2,409.1,377.9,440,H,H,5,C,B,C,A,A,C,A,413.92,A
17,F,1,0,1,2,,451,344.4,487.9,492.4,760,B,B,5,C,B,D,A,B,D,A,507.14,B
17,M,1,2,1,2,1,431.8,435.8,515.2,519.8,600,B,C,4,C,B,C,A,A,B,A,500.52,B
17,M,1,4,1,2,1,399,433,456.1,471.9,460,D,E,6,B,B,D,A,A,B,B,444,B
18,F,1,1,1,2,1,430.2,411.1,468.1,551.7,800,A,B,3,B,B,C,A,B,B,A,532.22,B
16,F,1,1,1,2,1,465.5,445.8,502.3,502.2,560,B,C,5,A,B,C,A,A,C,A,495.16,A
18,F,1,2,1,2,1,454.5,495.2,524.9,496.4,480,C,C,5,B,B,C,A,B,C,A,490.2,A
17,M,1,1,1,3,1,531.8,587.2,601.9,687.6,880,E,F,5,F,C,D,C,A,D,B,657.7,B
17,F,1,3,1,2,1,528.5,544.4,527.7,535.3,680,H,E,4,B,B,C,A,A,B,A,563.18,B
18,F,1,3,1,2,1,467.3,435.9,496.6,454.5,460,B,B,3,B,B,C,A,A,C,A,462.86,A
17,F,1,4,1,2,1,515.9,389.5,548.3,550.9,780,C,E,6,C,C,D,A,B,D,B,556.92,B
18,M,2,3,,3,,433.1,462.8,423.2,445.2,420,E,D,5,B,B,C,A,B,B,A,436.86,B
17,F,1,3,1,3,1,546.4,552.2,582.8,459.3,600,D,E,3,E,B,C,A,A,D,B,548.14,B
17,M,1,3,1,2,1,462.6,477.3,467.7,435.6,580,B,C,4,A,B,C,A,B,B,A,484.64,A
16,F,1,3,1,2,1,377.3,387.3,464.3,412,520,B,B,4,B,B,C,A,A,C,A,432.18,A
18,M,1,3,1,2,1,382.4,546.1,519.4,400.1,500,H,E,8,C,B,C,A,B,C,A,469.6,A
18,M,1,1,1,2,1,555,624.6,524.1,582.2,900,D,D,3,A,B,B,A,A,A,A,637.18,A
18,F,1,3,1,2,1,544.8,544.6,528.1,602.9,960,B,B,4,C,B,C,A,A,C,A,636.08,B
18,F,1,1,1,2,1,483.9,444.2,491.6,450.7,480,H,E,8,C,B,D,A,B,D,A,470.08,B
18,F,1,1,1,2,1,526.6,567.9,561.9,724.3,760,B,F,3,B,B,C,A,A,C,B,628.14,B
18,M,1,1,1,2,1,459.4,498.4,518.9,613.5,620,B,E,7,D,C,E,A,B,E,C,542.04,B
17,F,1,3,1,2,1,397.8,456.3,485.1,439.3,300,B,B,4,B,B,C,A,A,C,A,415.7,B
17,M,3,2,1,2,1,411.3,463.1,418.6,543.2,640,B,D,5,C,B,C,A,B,E,A,495.24,B
17,F,1,2,1,3,1,426.5,525,566.1,599.3,580,E,F,4,C,C,C,B,A,E,A,539.38,B
18,F,1,1,1,2,1,370.9,431.3,425.4,416.8,540,B,B,4,B,B,C,A,A,B,A,436.88,A
17,M,1,3,1,2,1,429.4,371.7,414.9,369.4,0,C,B,4,B,B,D,A,B,D,B,317.08,B
17,F,1,3,1,2,1,426.5,513.2,520.5,423.6,560,E,C,3,B,B,B,A,A,B,A,488.76,A
19,M,1,3,1,2,1,445.1,549.2,568.7,525.3,700,E,E,4,A,C,C,A,A,C,A,557.66,B
17,F,1,1,1,2,,425.8,455.9,415.4,447.2,620,E,E,4,C,C,D,B,A,D,B,472.86,B
17,M,1,3,1,3,1,636,671.8,623.4,720.6,720,F,G,4,Q,E,E,D,A,E,D,674.36,B
21,M,1,1,1,2,1,409.6,465.6,505.7,416.7,520,H,E,5,B,B,D,A,A,E,A,463.52,B
21,F,1,2,,2,1,378.2,422.8,478.1,393.8,420,B,E,3,B,B,C,A,A,B,A,418.58,B
16,F,0,3,1,2,,496.2,530.6,556.2,450.6,580,D,B,8,C,B,E,A,A,C,A,522.72,A
18,F,1,3,1,2,1,426.9,550.3,529.6,428.7,780,C,D,4,C,B,D,A,A,C,A,543.1,B
19,F,1,3,1,3,1,340.3,372.2,398.2,468.3,420,E,B,8,B,B,C,A,A,C,A,399.8,B
18,M,1,3,1,2,1,441.2,546.3,560.9,569.3,580,E,G,4,I,C,D,C,A,E,C,539.54,B
17,F,1,1,1,3,1,626.9,642.8,592.6,760.3,960,F,G,4,P,C,D,C,A,E,C,716.52,B
19,M,1,1,1,3,1,638.2,652.6,592.6,722.4,820,G,G,2,P,C,C,B,A,C,B,685.16,B
19,M,1,3,,2,,462.2,536,486.4,599.2,400,H,H,2,A,B,B,A,A,B,A,496.76,A
17,F,1,3,1,3,1,407.5,430,505.1,521.5,780,B,D,7,B,B,C,A,B,E,A,528.82,B
19,F,2,3,1,2,1,447.9,447.1,475.9,421.4,740,E,B,2,B,B,B,A,A,B,A,506.46,B
18,M,1,3,1,2,1,387.2,487,506,446.9,560,E,E,4,F,B,C,A,B,E,B,477.42,B
18,M,1,1,1,2,1,355.1,513.4,466.2,396.3,600,B,D,4,B,C,D,A,A,D,B,466.2,B
18,F,1,1,1,2,,571.6,570.4,560.7,551.9,600,E,D,5,C,B,C,B,B,C,B,570.92,B
17,F,1,3,1,2,1,411.3,495.3,524.1,439.2,480,C,C,4,B,B,C,A,B,B,A,469.98,B
20,M,1,3,1,2,1,413.3,343.1,490.4,407.9,340,B,B,4,C,B,E,A,A,B,B,398.94,B
18,F,1,3,1,2,2,462.8,511.6,540.6,516.1,800,B,E,4,B,B,C,A,A,B,A,566.22,A
17,F,1,1,1,2,,463.4,528,544.1,542.1,600,G,G,3,G,D,D,B,A,D,B,535.52,B
18,F,1,3,1,2,1,426.4,581,549.7,539.9,560,B,B,3,B,B,C,B,A,C,A,531.4,A
19,M,1,3,1,2,1,388,533.5,468.8,416.7,600,C,E,6,C,B,C,A,B,E,B,481.4,B
17,F,1,1,1,3,1,603.8,570.8,586.1,564.6,840,E,E,5,C,C,D,B,A,E,B,633.06,B
17,F,1,3,1,2,1,426.9,410.2,459.1,506.7,600,B,E,4,B,B,C,A,B,B,A,480.58,A
19,F,1,3,,2,1,477.5,563.6,596.6,394.7,580,B,B,3,C,B,C,A,A,D,B,522.48,B
18,F,1,1,1,2,1,417.5,346.9,451.9,420.6,500,H,H,3,A,C,C,A,A,D,A,427.38,B
17,F,1,3,1,2,1,491.4,570.4,542.8,569,640,G,E,5,C,B,C,B,A,D,A,562.72,A
18,M,1,3,1,2,2,406.2,355,418.9,417.6,580,C,E,4,B,B,C,A,A,B,A,435.54,A
18,F,1,1,1,2,,518.7,557.9,563.1,456.2,700,B,C,6,C,B,D,A,A,D,A,559.18,B
18,M,1,1,1,2,1,426.3,428.8,475.3,508.2,580,C,E,3,B,B,C,B,A,C,A,483.72,B
